B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.74833E-3	5.00000E-5	5.27579E-2	1.05516E+3	2.13493E+2	2.15009E+2	3.21149E+4
9.99980E-1	1.00268E+0	5.00000E-5	5.40850E-2	1.08170E+3	2.13501E+2	2.15009E+2	3.23521E+4
-9.99980E-1	-1.02035E+0	5.00000E-5	5.16313E-2	1.03263E+3	2.13501E+2	2.15003E+2	3.26539E+4
0.00000E+0	-8.71104E-3	5.00000E-5	5.27581E-2	1.05516E+3	2.13502E+2	2.15006E+2	3.28845E+4
