B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.02593E-3	5.00000E-5	2.67142E-2	5.34285E+2	2.73519E+2	2.75029E+2	4.35157E+4
9.99980E-1	9.85106E-1	5.00000E-5	8.31609E-3	1.66322E+2	2.73504E+2	2.75017E+2	4.37518E+4
-9.99980E-1	-1.00231E+0	5.00000E-5	4.52578E-2	9.05157E+2	2.73501E+2	2.75005E+2	4.40532E+4
0.00000E+0	-8.24741E-3	5.00000E-5	2.67083E-2	5.34167E+2	2.73516E+2	2.75008E+2	4.42846E+4
