B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.70561E-3	5.00000E-5	3.05914E-2	6.11828E+2	2.43500E+2	2.45014E+2	3.80443E+4
9.99980E-1	9.94654E-1	5.00000E-5	3.14179E-2	6.28357E+2	2.43504E+2	2.45010E+2	3.82827E+4
-9.99980E-1	-1.01333E+0	5.00000E-5	2.99618E-2	5.99237E+2	2.43501E+2	2.45006E+2	3.85842E+4
0.00000E+0	-8.52006E-3	5.00000E-5	3.05986E-2	6.11972E+2	2.43508E+2	2.45005E+2	3.88162E+4
