B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.11406E-3	5.00000E-5	-2.18655E-2	-4.37310E+2	1.13474E+2	1.14999E+2	7.39078E+3
9.99980E-1	1.00098E+0	5.00000E-5	-4.04277E-2	-8.08553E+2	1.13491E+2	1.15002E+2	7.62967E+3
-9.99980E-1	-1.01903E+0	5.00000E-5	-3.06291E-3	-6.12581E+1	1.13503E+2	1.15003E+2	7.93122E+3
0.00000E+0	-9.30237E-3	5.00000E-5	-2.18663E-2	-4.37325E+2	1.13493E+2	1.15002E+2	8.16284E+3
