B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.32155E-3	5.00000E-5	2.56893E-2	5.13787E+2	2.53516E+2	2.55024E+2	3.98749E+4
9.99980E-1	9.91509E-1	5.00000E-5	7.13274E-3	1.42655E+2	2.53500E+2	2.55015E+2	4.01128E+4
-9.99980E-1	-1.00990E+0	5.00000E-5	4.43743E-2	8.87487E+2	2.53500E+2	2.55009E+2	4.04136E+4
0.00000E+0	-8.43277E-3	5.00000E-5	2.56977E-2	5.13955E+2	2.53507E+2	2.55007E+2	4.06450E+4
