B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.34003E-3	5.00000E-5	-2.18644E-2	-4.37289E+2	1.13472E+2	1.14997E+2	7.40253E+3
9.99980E-1	1.00102E+0	5.00000E-5	-4.04521E-2	-8.09043E+2	1.13492E+2	1.15002E+2	7.64122E+3
-9.99980E-1	-1.01894E+0	5.00000E-5	-3.07240E-3	-6.14481E+1	1.13503E+2	1.15003E+2	7.94297E+3
0.00000E+0	-9.37770E-3	5.00000E-5	-2.18628E-2	-4.37257E+2	1.13495E+2	1.15002E+2	8.17458E+3
