B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.25421E-3	5.00000E-5	2.50717E-2	5.01434E+2	1.53466E+2	1.55002E+2	1.79556E+4
9.99980E-1	1.00346E+0	5.00000E-5	2.43662E-2	4.87324E+2	1.53503E+2	1.55003E+2	1.81941E+4
-9.99980E-1	-1.02135E+0	5.00000E-5	2.58528E-2	5.17055E+2	1.53500E+2	1.55004E+2	1.84958E+4
0.00000E+0	-9.25421E-3	5.00000E-5	2.50810E-2	5.01619E+2	1.53509E+2	1.55003E+2	1.87276E+4
