B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.28448E-3	5.00000E-5	3.38727E-2	6.77453E+2	2.93516E+2	2.95044E+2	4.67268E+4
9.99980E-1	9.75656E-1	5.00000E-5	3.47209E-2	6.94418E+2	2.93503E+2	2.95025E+2	4.69633E+4
-9.99980E-1	-9.91805E-1	5.00000E-5	3.33099E-2	6.66198E+2	2.93505E+2	2.95019E+2	4.72642E+4
0.00000E+0	-8.17326E-3	5.00000E-5	3.39181E-2	6.78361E+2	2.93505E+2	2.95010E+2	4.74967E+4
