B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.10008E-3	5.00000E-5	-2.67570E-2	-5.35141E+2	2.73526E+2	2.75033E+2	4.34808E+4
9.99980E-1	9.85188E-1	5.00000E-5	-4.53118E-2	-9.06237E+2	2.73502E+2	2.75015E+2	4.37168E+4
-9.99980E-1	-1.00249E+0	5.00000E-5	-8.35067E-3	-1.67013E+2	2.73503E+2	2.75009E+2	4.40186E+4
0.00000E+0	-8.32155E-3	5.00000E-5	-2.67636E-2	-5.35272E+2	2.73494E+2	2.75005E+2	4.42498E+4
