B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.04895E-3	5.00000E-5	4.82948E-2	9.65896E+2	1.63470E+2	1.65003E+2	2.05048E+4
9.99980E-1	1.00356E+0	5.00000E-5	4.70831E-2	9.41661E+2	1.63502E+2	1.65005E+2	2.07423E+4
-9.99980E-1	-1.02137E+0	5.00000E-5	4.95384E-2	9.90768E+2	1.63501E+2	1.65005E+2	2.10431E+4
0.00000E+0	-8.97390E-3	5.00000E-5	4.83092E-2	9.66183E+2	1.63512E+2	1.65003E+2	2.12736E+4
