B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.10394E-3	5.00000E-5	4.75069E-2	9.50137E+2	1.53472E+2	1.55002E+2	1.79791E+4
9.99980E-1	1.00323E+0	5.00000E-5	4.62929E-2	9.25859E+2	1.53505E+2	1.55005E+2	1.82175E+4
-9.99980E-1	-1.02144E+0	5.00000E-5	4.87204E-2	9.74407E+2	1.53501E+2	1.55004E+2	1.85194E+4
0.00000E+0	-9.32935E-3	5.00000E-5	4.75143E-2	9.50286E+2	1.53508E+2	1.55003E+2	1.87510E+4
