B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.78563E-3	5.00000E-5	5.27503E-2	1.05501E+3	2.13493E+2	2.15013E+2	3.20684E+4
9.99980E-1	1.00241E+0	5.00000E-5	5.16326E-2	1.03265E+3	2.13501E+2	2.15009E+2	3.23057E+4
-9.99980E-1	-1.02049E+0	5.00000E-5	5.40605E-2	1.08121E+3	2.13501E+2	2.15006E+2	3.26074E+4
0.00000E+0	-8.82287E-3	5.00000E-5	5.27519E-2	1.05504E+3	2.13510E+2	2.15004E+2	3.28384E+4
