B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-7.91375E-3	5.00000E-5	3.48253E-2	6.96506E+2	3.08500E+2	3.10029E+2	4.97748E+4
9.99980E-1	9.63092E-1	5.00000E-5	3.42480E-2	6.84960E+2	3.08507E+2	3.10011E+2	5.00126E+4
-9.99980E-1	-9.78314E-1	5.00000E-5	3.56085E-2	7.12170E+2	3.08502E+2	3.10009E+2	5.03141E+4
0.00000E+0	-8.02497E-3	5.00000E-5	3.48014E-2	6.96028E+2	3.08516E+2	3.10007E+2	5.05463E+4
