B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.01143E-3	5.00000E-5	2.26592E-2	4.53183E+2	1.63466E+2	1.65004E+2	2.04702E+4
9.99980E-1	1.00356E+0	5.00000E-5	3.72190E-3	7.44380E+1	1.63501E+2	1.65004E+2	2.07074E+4
-9.99980E-1	-1.02151E+0	5.00000E-5	4.14957E-2	8.29914E+2	1.63504E+2	1.65003E+2	2.10085E+4
0.00000E+0	-8.97390E-3	5.00000E-5	2.26318E-2	4.52636E+2	1.63504E+2	1.65004E+2	2.12386E+4
