B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.54399E-3	5.00000E-5	5.81385E-2	1.16277E+3	2.63499E+2	2.65019E+2	4.18372E+4
9.99980E-1	9.88777E-1	5.00000E-5	5.94788E-2	1.18958E+3	2.63503E+2	2.65013E+2	4.20756E+4
9.99980E-1	9.89307E-1	5.00000E-5	5.94727E-2	1.18945E+3	2.63498E+2	2.65007E+2	4.23814E+4
0.00000E+0	-9.13715E-3	5.00000E-5	5.81617E-2	1.16323E+3	2.63503E+2	2.65009E+2	4.26133E+4
