B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.74834E-3	5.00000E-5	2.86488E-2	5.72977E+2	2.13493E+2	2.15011E+2	3.20801E+4
9.99980E-1	1.00246E+0	5.00000E-5	2.94659E-2	5.89318E+2	2.13502E+2	2.15007E+2	3.23174E+4
-9.99980E-1	-1.02035E+0	5.00000E-5	2.79940E-2	5.59880E+2	2.13501E+2	2.15007E+2	3.26189E+4
0.00000E+0	-8.74831E-3	5.00000E-5	2.86554E-2	5.73108E+2	2.13507E+2	2.15004E+2	3.28500E+4
