B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.02497E-3	5.00000E-5	-2.87389E-2	-5.74779E+2	3.08501E+2	3.10029E+2	4.97281E+4
9.99980E-1	9.63297E-1	5.00000E-5	-4.69814E-2	-9.39629E+2	3.08504E+2	3.10015E+2	4.99659E+4
-9.99980E-1	-9.78482E-1	5.00000E-5	-1.06194E-2	-2.12389E+2	3.08502E+2	3.10007E+2	5.02673E+4
0.00000E+0	-8.09912E-3	5.00000E-5	-2.87308E-2	-5.74615E+2	3.08501E+2	3.10007E+2	5.04998E+4
