B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.31583E-3	5.00000E-5	4.67627E-2	9.35255E+2	1.43481E+2	1.45003E+2	1.54403E+4
9.99980E-1	1.00251E+0	5.00000E-5	4.79422E-2	9.58845E+2	1.43501E+2	1.45004E+2	1.56777E+4
-9.99980E-1	-1.02064E+0	5.00000E-5	4.55174E-2	9.10348E+2	1.43502E+2	1.45004E+2	1.59789E+4
0.00000E+0	-9.16546E-3	5.00000E-5	4.67561E-2	9.35121E+2	1.43505E+2	1.45003E+2	1.62111E+4
