B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.21034E-3	5.00000E-5	-2.78443E-2	-5.56887E+2	2.93523E+2	2.95056E+2	4.66335E+4
9.99980E-1	9.75738E-1	5.00000E-5	-4.62449E-2	-9.24899E+2	2.93509E+2	2.95030E+2	4.68703E+4
-9.99980E-1	-9.91805E-1	5.00000E-5	-9.54856E-3	-1.90971E+2	2.93506E+2	2.95017E+2	4.71714E+4
0.00000E+0	-8.21034E-3	5.00000E-5	-2.78447E-2	-5.56893E+2	2.93500E+2	2.95011E+2	4.74034E+4
