B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.09027E-3	5.00000E-5	2.21701E-2	4.43401E+2	1.43463E+2	1.45001E+2	1.53468E+4
9.99980E-1	1.00255E+0	5.00000E-5	3.33849E-3	6.67699E+1	1.43500E+2	1.45005E+2	1.55847E+4
-9.99980E-1	-1.02091E+0	5.00000E-5	4.09573E-2	8.19146E+2	1.43501E+2	1.45005E+2	1.58854E+4
0.00000E+0	-9.20305E-3	5.00000E-5	2.21900E-2	4.43801E+2	1.43499E+2	1.45003E+2	1.61178E+4
