B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.50692E-3	5.00000E-5	3.12388E-2	6.24776E+2	2.53500E+2	2.55018E+2	3.99561E+4
9.99980E-1	9.91631E-1	5.00000E-5	3.20623E-2	6.41246E+2	2.53501E+2	2.55010E+2	4.01948E+4
-9.99980E-1	-1.00995E+0	5.00000E-5	3.06154E-2	6.12309E+2	2.53500E+2	2.55010E+2	4.04953E+4
0.00000E+0	-8.43277E-3	5.00000E-5	3.12455E-2	6.24909E+2	2.53503E+2	2.55009E+2	4.07266E+4
