B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-8.06205E-3	5.00000E-5	3.38639E-2	6.77278E+2	2.93515E+2	2.95044E+2	4.67383E+4
9.99980E-1	9.75451E-1	5.00000E-5	3.47047E-2	6.94093E+2	2.93504E+2	2.95030E+2	4.69750E+4
-9.99980E-1	-9.91597E-1	5.00000E-5	3.33005E-2	6.66010E+2	2.93503E+2	2.95016E+2	4.72759E+4
0.00000E+0	-8.13619E-3	5.00000E-5	3.39078E-2	6.78157E+2	2.93504E+2	2.95013E+2	4.75086E+4
