516.961	694
517.387	709
517.812	699
518.237	710
518.662	676
519.087	724
519.513	711
519.938	711
520.363	719
520.788	732
521.213	707
521.638	718
522.064	710
522.489	712
522.914	709
523.339	717
523.764	728
524.189	693
524.614	743
525.039	716
525.464	713
525.889	732
526.315	718
526.740	718
527.165	731
527.590	706
528.015	711
528.440	741
528.865	715
529.290	730
529.715	719
530.140	733
530.565	756
530.990	748
531.415	756
531.840	761
532.265	744
532.690	744
533.115	731
533.540	751
533.964	739
534.389	758
534.814	753
535.239	768
535.664	770
536.089	789
536.514	788
536.939	770
537.364	859
537.789	865
538.213	911
538.638	1034
539.063	1084
539.488	1205
539.913	1337
540.338	1566
540.762	1815
541.187	2107
541.612	2410
542.037	2873
542.462	3429
542.886	4170
543.311	4517
543.736	5418
544.161	6178
544.585	7145
545.010	7993
545.435	9148
545.860	10123
546.284	11248
546.709	12196
547.134	13789
547.558	14826
547.983	15921
548.408	17444
548.832	18742
549.257	20265
549.682	21045
550.106	21955
550.531	23081
550.956	24378
551.380	25802
551.805	28015
552.230	29743
552.654	32544
553.079	33777
553.503	34408
553.928	33541
554.353	32684
554.777	32555
555.202	33091
555.626	33080
556.051	33200
556.475	33407
556.900	34102
557.324	33965
557.749	34819
558.173	34680
558.598	35757
559.022	35553
559.447	36461
559.871	37028
560.296	37248
560.720	38019
561.145	38936
561.569	39595
561.994	40457
562.418	41253
562.843	41853
563.267	42416
563.691	43382
564.116	45382
564.540	47816
564.965	50052
565.389	53803
565.813	57856
566.238	61635
566.662	64782
567.087	65535
567.511	63380
567.935	58967
568.360	53434
568.784	51505
569.208	53494
569.633	53340
570.057	50884
570.481	45274
570.905	42160
571.330	40730
571.754	39684
572.178	39087
572.603	38963
573.027	38398
573.451	37753
573.875	37262
574.300	36468
574.724	36271
575.148	36194
575.572	36646
575.996	36309
576.421	36581
576.845	41703
577.269	57837
577.693	65535
578.117	64735
578.541	47554
578.966	35031
579.390	34155
579.814	34136
580.238	33562
580.662	33568
581.086	33297
581.510	33631
581.934	33544
582.359	33274
582.783	33517
583.207	33314
583.631	33685
584.055	34065
584.479	34534
584.903	34121
585.327	34259
585.751	33236
586.175	32902
586.599	32187
587.023	32786
587.447	32936
587.871	32861
588.295	32912
588.719	33075
589.143	33114
589.567	33825
589.991	34164
590.415	34720
590.839	35795
591.263	36646
591.687	38229
592.111	39731
592.535	41167
592.959	41804
593.382	41932
593.806	41103
594.230	39369
594.654	38104
595.078	36589
595.502	35617
595.926	34892
596.350	34340
596.773	33780
597.197	33107
597.621	32412
598.045	31684
598.469	31909
598.892	31717
599.316	31813
599.740	30992
600.164	31506
600.588	30769
601.011	30541
601.435	30457
601.859	29941
602.283	30124
602.706	30097
603.130	29905
603.554	29485
603.978	29393
604.401	28874
604.825	29025
605.249	28950
605.672	28707
606.096	28892
606.520	28826
606.943	29197
607.367	29054
607.791	29171
608.214	28993
608.638	29058
609.062	29255
609.485	29089
609.909	29340
610.332	29886
610.756	29571
611.180	29985
611.603	29617
612.027	29796
612.450	29505
612.874	29971
613.298	30204
613.721	30025
614.145	30649
614.568	30573
614.992	30676
615.415	30941
615.839	30772
616.262	31053
616.686	30768
617.109	31419
617.533	31541
617.956	31487
618.380	31637
618.803	31911
619.227	31886
619.650	32805
620.073	32831
620.497	32999
620.920	33062
621.344	33626
621.767	33678
622.191	33529
622.614	32235
623.037	32515
623.461	32251
623.884	31765
624.307	32049
624.731	31814
625.154	32235
625.578	32640
626.001	33495
626.424	33979
626.847	33260
627.271	33018
627.694	32154
628.117	32112
628.541	31729
628.964	31828
629.387	31547
629.811	31559
630.234	30741
630.657	30875
631.080	30536
631.504	30112
631.927	29576
632.350	29255
632.773	28706
633.196	28615
633.620	28439
634.043	28285
634.466	27996
634.889	27799
635.312	27728
635.736	27848
636.159	27374
636.582	27598
637.005	27692
637.428	27429
637.851	27465
638.274	27295
638.698	27215
639.121	27287
639.544	27179
639.967	27101
640.390	27237
640.813	27138
641.236	27074
641.659	27162
642.082	27024
642.505	27123
642.928	26785
643.351	26803
643.774	26841
644.197	26807
644.620	26593
645.043	26615
645.466	26856
645.889	27177
646.312	27581
646.735	28443
647.158	29294
647.581	29297
648.004	29097
648.427	28523
648.850	27419
649.273	27300
649.696	26758
650.119	26225
650.542	25818
650.965	25560
651.388	25203
651.810	25099
652.233	24769
652.656	24582
653.079	24557
653.502	24946
653.925	24484
654.348	24565
654.770	24329
655.193	24454
655.616	24395
656.039	24653
656.462	24387
656.885	24679
657.307	24443
657.730	24432
658.153	24745
658.576	25026
658.998	25516
659.421	25711
659.844	26193
660.267	26293
660.689	26093
661.112	26619
661.535	26414
661.958	26242
662.380	25270
662.803	24583
663.226	24145
663.648	23842
664.071	23909
664.494	23494
664.916	23740
665.339	23747
665.762	23667
666.184	23959
666.607	23985
667.030	23667
667.452	22904
667.875	22254
668.297	22060
668.720	21685
669.143	21516
669.565	21343
669.988	21029
670.410	21015
670.833	21161
671.255	21204
671.678	21570
672.100	21677
672.523	22364
672.945	24040
673.368	26482
673.791	26614
674.213	25351
674.635	23239
675.058	22084
675.480	21342
675.903	21064
676.325	21169
676.748	20560
677.170	20281
677.593	19986
678.015	19895
678.438	19526
678.860	19339
679.282	19378
679.705	19204
680.127	19099
680.550	19187
680.972	18974
681.394	18879
681.817	18807
682.239	18718
682.661	18378
683.084	18791
683.506	18692
683.928	18395
684.351	18309
684.773	18206
685.195	18100
685.618	18112
686.040	18222
686.462	18049
686.885	18271
687.307	18505
687.729	18130
688.151	18199
688.574	18136
688.996	18362
689.418	18597
689.840	19506
690.262	19617
690.685	19055
691.107	18768
691.529	18697
691.951	18177
692.373	17690
692.796	16933
693.218	16730
693.640	16625
694.062	16390
694.484	16189
694.906	16181
695.329	15975
695.751	16069
696.173	15710
696.595	15872
697.017	15710
697.439	15655
697.861	15395
698.283	15301
698.705	15252
699.127	15365
699.549	15041
699.971	15009
700.394	15015
700.816	14848
701.238	14812
701.660	14860
702.082	15011
702.504	14599
702.926	15064
703.348	15130
703.770	14799
704.192	14644
704.614	14655
705.036	14271
705.457	14305
705.879	14065
706.301	14191
706.723	14024
707.145	13931
707.567	14054
707.989	13958
708.411	14124
708.833	13882
709.255	13689
709.677	13645
710.098	13683
710.520	13615
710.942	13728
711.364	13859
711.786	13799
712.208	13546
712.630	13503
713.051	13504
713.473	13563
713.895	13517
714.317	13525
714.739	13452
715.160	13393
715.582	13438
716.004	13276
716.426	13259
716.847	13192
717.269	13471
717.691	13584
718.113	13626
718.534	13638
718.956	13667
719.378	13158
719.800	13118
720.221	13000
720.643	12941
721.065	12678
721.486	12866
721.908	12772
722.330	12800
722.751	12684
723.173	12407
723.595	12446
724.016	12573
724.438	12524
724.859	12481
725.281	12464
725.703	12346
726.124	12281
726.546	12272
726.967	12374
727.389	12312
727.811	12299
728.232	12495
728.654	12352
729.075	12413
729.497	12433
729.918	12453
730.340	12629
730.761	13056
731.183	13150
731.604	13011
732.026	12750
732.447	12678
732.869	12248
733.290	11910
733.712	11960
734.133	12093
734.555	11892
734.976	11896
735.397	11975
735.819	12291
736.240	12237
736.662	12394
737.083	12598
737.504	12791
737.926	12915
738.347	13326
738.769	13342
739.190	13340
739.611	13329
740.033	13088
740.454	13514
740.875	14322
741.297	16916
741.718	18747
742.139	18795
742.561	18288
742.982	20294
743.403	24703
743.824	25269
744.246	22421
744.667	19029
745.088	18341
745.510	22628
745.931	29563
746.352	32010
746.773	28386
747.195	21431
747.616	17281
748.037	15102
748.458	13787
748.879	13126
749.301	12587
749.722	12581
750.143	12052
750.564	12149
750.985	11797
751.406	11892
751.828	11537
752.249	11523
752.670	11582
753.091	11561
753.512	11626
753.933	11872
754.354	11892
754.775	12053
755.196	12723
755.617	12816
756.039	13145
756.460	12986
756.881	12937
757.302	12567
757.723	11790
758.144	11163
758.565	10844
758.986	10662
759.407	10526
759.828	10326
760.249	10359
760.670	10481
761.091	10237
761.512	10272
761.933	10594
762.354	10588
762.775	10836
763.196	10886
763.617	11081
764.038	11274
764.458	10850
764.879	10502
765.300	10044
765.721	9753
766.142	9481
766.563	9639
766.984	9670
767.405	9640
767.826	9500
768.246	9561
768.667	9699
769.088	9522
769.509	9616
769.930	9411
770.351	9639
770.771	9560
771.192	9578
771.613	9474
772.034	9416
772.455	9546
772.875	9456
773.296	9244
773.717	9451
774.138	9320
774.558	9540
774.979	9597
775.400	9570
775.821	9743
776.241	9811
776.662	9486
777.083	9646
777.503	9739
777.924	9786
778.345	9893
778.766	10064
779.186	10191
779.607	10450
780.027	11152
780.448	11468
780.869	12008
781.289	12035
781.710	11837
782.131	11404
782.551	10451
782.972	10139
783.392	10088
783.813	9766
784.234	9719
784.654	9580
785.075	9786
785.495	9853
785.916	9852
786.336	9973
786.757	10298
787.177	10678
787.598	10870
788.018	11210
788.439	11261
788.859	11251
789.280	11020
789.700	10335
790.121	10033
790.541	9779
790.962	9942
791.382	10911
791.803	15965
792.223	23908
792.644	25680
793.064	21030
793.484	14069
793.905	11008
794.325	10120
794.746	9551
795.166	9107
795.586	9051
796.007	8883
796.427	8690
796.848	8610
797.268	8303
797.688	8294
798.109	8329
798.529	8138
798.949	8222
799.370	7937
799.790	7871
800.210	7821
800.630	7559
801.051	7780
801.471	7570
801.891	7698
802.312	7473
802.732	7428
803.152	7539
803.572	7564
803.993	7572
804.413	7795
804.833	7780
805.253	7653
805.673	7846
806.094	7995
806.514	8232
806.934	9133
807.354	11598
807.774	21043
808.194	31920
808.615	33211
809.035	24323
809.455	14527
809.875	10195
810.295	9109
810.715	8274
811.135	7995
811.555	7759
811.976	7623
812.396	7572
812.816	7516
813.236	7605
813.656	7589
814.076	7608
814.496	7663
