516.961	613
517.387	619
517.812	623
518.237	620
518.662	609
519.087	623
519.513	606
519.938	617
520.363	622
520.788	629
521.213	622
521.638	618
522.064	614
522.489	621
522.914	621
523.339	607
523.764	616
524.189	622
524.614	620
525.039	628
525.464	621
525.889	628
526.315	619
526.740	630
527.165	615
527.590	614
528.015	615
528.440	612
528.865	609
529.290	613
529.715	626
530.140	611
530.565	617
530.990	616
531.415	621
531.840	623
532.265	614
532.690	613
533.115	613
533.540	618
533.964	623
534.389	611
534.814	629
535.239	617
535.664	619
536.089	627
536.514	618
536.939	616
537.364	630
537.789	635
538.213	633
538.638	643
539.063	662
539.488	684
539.913	690
540.338	716
540.762	726
541.187	735
541.612	780
542.037	815
542.462	837
542.886	898
543.311	939
543.736	967
544.161	1060
544.585	1139
545.010	1204
545.435	1292
545.860	1316
546.284	1419
546.709	1436
547.134	1490
547.558	1599
547.983	1620
548.408	1847
548.832	1884
549.257	1945
549.682	2043
550.106	2106
550.531	2251
550.956	2313
551.380	2391
551.805	2380
552.230	2551
552.654	2459
553.079	2640
553.503	2724
553.928	2728
554.353	2745
554.777	2814
555.202	2870
555.626	2923
556.051	3288
556.475	3313
556.900	3669
557.324	3474
557.749	3518
558.173	3545
558.598	3593
559.022	3610
559.447	3344
559.871	3367
560.296	3471
560.720	3763
561.145	3981
561.569	3986
561.994	3891
562.418	3527
562.843	3368
563.267	3472
563.691	3486
564.116	3444
564.540	3717
564.965	3830
565.389	4194
565.813	4333
566.238	4420
566.662	4387
567.087	4482
567.511	4510
567.935	4182
568.360	4090
568.784	3873
569.208	3581
569.633	3509
570.057	3537
570.481	3628
570.905	3438
571.330	3332
571.754	3257
572.178	3130
572.603	3080
573.027	3002
573.451	3063
573.875	3108
574.300	3013
574.724	3116
575.148	3198
575.572	3142
575.996	3169
576.421	3190
576.845	3133
577.269	3029
577.693	2981
578.117	3070
578.541	3089
578.966	3087
579.390	2969
579.814	2960
580.238	3049
580.662	3070
581.086	2998
581.510	2975
581.934	2979
582.359	3053
582.783	2954
583.207	3015
583.631	2968
584.055	2963
584.479	3005
584.903	2981
585.327	3086
585.751	3087
586.175	3024
586.599	3078
587.023	3028
587.447	2945
587.871	3153
588.295	3325
588.719	3397
589.143	3512
589.567	3379
589.991	3488
590.415	3408
590.839	3404
591.263	3575
591.687	3400
592.111	3673
592.535	3728
592.959	3789
593.382	3840
593.806	3585
594.230	3520
594.654	3385
595.078	3506
595.502	3411
595.926	3398
596.350	3301
596.773	3351
597.197	3254
597.621	3269
598.045	3436
598.469	3409
598.892	3237
599.316	3275
599.740	3404
600.164	3368
600.588	3418
601.011	3522
601.435	3714
601.859	3771
602.283	3665
602.706	3555
603.130	3439
603.554	3365
603.978	3366
604.401	3258
604.825	3304
605.249	3236
605.672	3281
606.096	3366
606.520	3343
606.943	3301
607.367	3356
607.791	3353
608.214	3381
608.638	3381
609.062	3453
609.485	3541
609.909	3685
610.332	3709
610.756	3503
611.180	3534
611.603	3486
612.027	3321
612.450	3433
612.874	3490
613.298	3613
613.721	3435
614.145	3340
614.568	3198
614.992	3153
615.415	2977
615.839	3059
616.262	3158
616.686	3094
617.109	3175
617.533	3085
617.956	3097
618.380	3132
618.803	3107
619.227	3076
619.650	2995
620.073	2907
620.497	2973
620.920	2891
621.344	3042
621.767	3032
622.191	3224
622.614	3078
623.037	3051
623.461	3159
623.884	3171
624.307	3072
624.731	3134
625.154	3065
625.578	2983
626.001	2903
626.424	2910
626.847	2856
627.271	2908
627.694	3031
628.117	2965
628.541	2985
628.964	2969
629.387	3102
629.811	3068
630.234	3086
630.657	3138
631.080	3064
631.504	3118
631.927	3092
632.350	3160
632.773	3236
633.196	3300
633.620	3519
634.043	3605
634.466	3987
634.889	5129
635.312	7252
635.736	9192
636.159	9893
636.582	8528
637.005	6658
637.428	5268
637.851	4480
638.274	4163
638.698	3980
639.121	4109
639.544	3935
639.967	3954
640.390	3765
640.813	3629
641.236	3538
641.659	3468
642.082	3401
642.505	3280
642.928	3091
643.351	2972
643.774	3095
644.197	3017
644.620	3013
645.043	2948
645.466	3030
645.889	3084
646.312	3134
646.735	3104
647.158	3039
647.581	3045
648.004	3221
648.427	3292
648.850	3383
649.273	3406
649.696	3301
650.119	3165
650.542	3042
650.965	2973
651.388	2950
651.810	3156
652.233	3044
652.656	2898
653.079	3085
653.502	3090
653.925	3088
654.348	3137
654.770	3093
655.193	3117
655.616	3137
656.039	3277
656.462	3203
656.885	3311
657.307	3200
657.730	3044
658.153	3100
658.576	3086
658.998	3195
659.421	3049
659.844	3132
660.267	3034
660.689	3031
661.112	2956
661.535	2912
661.958	2923
662.380	2897
662.803	2847
663.226	2842
663.648	2813
664.071	2799
664.494	2755
664.916	2738
665.339	2764
665.762	2734
666.184	2681
666.607	2757
667.030	2717
667.452	2846
667.875	2760
668.297	2772
668.720	2637
669.143	2618
669.565	2651
669.988	2663
670.410	2661
670.833	2694
671.255	2693
671.678	2652
672.100	2638
672.523	2668
672.945	2636
673.368	2642
673.791	2598
674.213	2619
674.635	2582
675.058	2674
675.480	2605
675.903	2652
676.325	2599
676.748	2562
677.170	2513
677.593	2614
678.015	2606
678.438	2601
678.860	2626
679.282	2614
679.705	2600
680.127	2690
680.550	2707
680.972	2611
681.394	2615
681.817	2638
682.239	2667
682.661	2703
683.084	2666
683.506	2655
683.928	2650
684.351	2635
684.773	2636
685.195	2728
685.618	2675
686.040	2660
686.462	2613
686.885	2559
687.307	2638
687.729	2461
688.151	2589
688.574	2605
688.996	2596
689.418	2493
689.840	2491
690.262	2493
690.685	2559
691.107	2505
691.529	2577
691.951	2611
692.373	2576
692.796	2532
693.218	2576
693.640	2524
694.062	2563
694.484	2548
694.906	2525
695.329	2478
695.751	2509
696.173	2422
696.595	2500
697.017	2479
697.439	2507
697.861	2388
698.283	2412
698.705	2444
699.127	2492
699.549	2348
699.971	2457
700.394	2449
