B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
9.99980E-1	9.96010E-1	5.00000E-5	4.15867E-2	8.31733E+2	5.87320E+1	6.59160E+1	5.88621E+4
9.99980E-1	9.96094E-1	5.00000E-5	4.15867E-2	8.31733E+2	5.86620E+1	6.58020E+1	5.88740E+4
