B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.15993E-3	5.00000E-5	4.30265E-2	8.60530E+2	3.35020E+1	3.50010E+1	6.92591E+4
9.99980E-1	9.95817E-1	5.00000E-5	4.10325E-2	8.20651E+2	3.35000E+1	3.50010E+1	6.94971E+4
-9.99980E-1	-1.01355E+0	5.00000E-5	4.34666E-2	8.69331E+2	3.35000E+1	3.50000E+1	6.97995E+4
0.00000E+0	-9.23525E-3	5.00000E-5	4.30296E-2	8.60592E+2	3.35020E+1	3.50000E+1	7.00312E+4
