B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.23525E-3	5.00000E-5	4.38080E-2	8.76160E+2	1.44990E+1	1.55600E+1	6.59237E+4
9.99980E-1	9.95519E-1	5.00000E-5	4.37311E-2	8.74622E+2	1.44980E+1	1.55580E+1	6.61614E+4
-9.99980E-1	-1.01271E+0	5.00000E-5	4.13053E-2	8.26107E+2	1.44980E+1	1.55490E+1	6.64622E+4
0.00000E+0	-9.19759E-3	5.00000E-5	4.38539E-2	8.77078E+2	1.45000E+1	1.55470E+1	6.66907E+4
