B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.19759E-3	5.00000E-5	2.09708E-2	4.19417E+2	4.34810E+1	4.49970E+1	7.14624E+4
9.99980E-1	9.96455E-1	5.00000E-5	2.00473E-2	4.00947E+2	4.35090E+1	4.50030E+1	7.16999E+4
-9.99980E-1	-1.01390E+0	5.00000E-5	2.14801E-2	4.29602E+2	4.34990E+1	4.50000E+1	7.20012E+4
0.00000E+0	-9.12227E-3	5.00000E-5	2.09758E-2	4.19517E+2	4.35040E+1	4.50000E+1	7.22316E+4
