B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.33946E-3	5.00000E-5	4.33332E-2	8.66663E+2	7.34010E+1	7.49960E+1	8.09309E+4
9.99980E-1	9.98775E-1	5.00000E-5	4.18188E-2	8.36377E+2	7.34550E+1	7.50030E+1	8.11688E+4
-9.99980E-1	-1.01609E+0	5.00000E-5	4.42407E-2	8.84813E+2	7.35140E+1	7.50020E+1	8.14697E+4
0.00000E+0	-9.03811E-3	5.00000E-5	4.33382E-2	8.66765E+2	7.35190E+1	7.50000E+1	8.17002E+4
