B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
0.00000E+0	-9.14561E-3	5.00000E-5	4.36192E-2	8.72384E+2	8.34310E+1	8.49920E+1	8.46808E+4
9.99980E-1	9.99209E-1	5.00000E-5	4.21730E-2	8.43459E+2	8.34530E+1	8.50000E+1	8.49188E+4
-9.99980E-1	-1.01676E+0	5.00000E-5	4.45888E-2	8.91775E+2	8.34980E+1	8.50020E+1	8.52205E+4
0.00000E+0	-9.14560E-3	5.00000E-5	4.36312E-2	8.72624E+2	8.35130E+1	8.50000E+1	8.54520E+4
